asset,amount,activity_type,timestamp,user_id
USDT,1000,withdrawal,2025-03-12T12:40:01.430838Z,511-1971-1521-1971-154
NGN,7650,deposit,2025-01-18T09:25:37.684713Z,501-1991-1521-1971-1101
USDT,162.575469,deposit,2025-01-18T09:25:49.960526Z,521-1491-1521-1971-197
TRX,11.7,withdrawal,2025-01-18T09:22:39.216755Z,971-1551-1521-1561-1102
NGN,5000,withdrawal,2025-01-18T09:26:03.438148Z,511-1971-1521-1981-156
USDT,90,deposit,2025-01-18T09:26:05.008668Z,1011-1491-1521-1571-1102
NGN,5400,withdrawal,2025-01-18T09:26:06.081524Z,1011-1981-1521-1561-155
NGN,600000,withdrawal,2025-01-18T09:26:22.45588Z,551-1491-1521-1571-1102
USDT,39.05,deposit,2025-01-18T09:26:29.456707Z,1011-1491-1521-1971-198
NGN,4900,withdrawal,2025-01-18T09:26:37.03315Z,531-1481-1521-1971-197
NGN,20000,withdrawal,2025-03-12T14:26:48.590018Z,501-1991-1521-1561-156
NGN,40000,withdrawal,2025-03-12T14:26:57.450419Z,511-1971-1521-1571-153
NGN,1600,withdrawal,2025-03-12T15:42:28.269722Z,971-1531-1521-1971-1101
NGN,4100,withdrawal,2025-03-12T15:42:32.615098Z,971-1531-1521-1971-1101
NGN,40000,withdrawal,2025-01-18T09:27:06.871781Z,501-11011-1521-1971-157
NGN,9900,withdrawal,2025-01-18T09:27:20.497721Z,1001-1971-1521-1971-148
NGN,38000,withdrawal,2025-01-18T09:27:40.10984Z,561-1521-1521-1971-152
NGN,50000,withdrawal,2025-01-18T09:27:55.450587Z,491-1521-1521-1971-197
USDT,182,deposit,2025-03-12T14:27:03.93377Z,551-1991-1521-1571-1102
ETH,0.007,deposit,2025-03-12T15:43:10.29897Z,561-1571-1521-1561-1100
NGN,45200,withdrawal,2025-03-12T15:43:28.534521Z,571-1991-1521-1571-154
USDT,150,deposit,2025-01-18T09:28:06.347828Z,971-1501-1521-1971-153
NGN,40000,withdrawal,2025-01-18T09:28:17.033556Z,1001-1521-1521-1571-149
LTC,0.007484,withdrawal,2025-03-12T14:27:10.539573Z,481-11021-1521-1571-153
ETH,0.75425613,deposit,2025-03-12T16:37:54.299884Z,971-1491-1521-1981-151
NGN,7700,withdrawal,2025-03-12T16:38:01.270531Z,531-1481-1521-1971-197
NGN,3056,withdrawal,2025-01-18T09:28:39.926661Z,501-11011-1521-1571-155
NGN,160000,withdrawal,2025-01-18T09:28:49.255897Z,1021-1551-1521-1561-199
NGN,4910,withdrawal,2025-01-18T09:29:16.692889Z,981-11011-1521-1571-150
NGN,30000,withdrawal,2025-01-18T09:30:11.80667Z,1001-1511-1521-1561-157
LTC,1.005,deposit,2025-03-12T17:16:02.678223Z,981-1981-1521-1561-156
NGN,27200,withdrawal,2025-01-18T09:30:18.359524Z,491-1551-1521-1981-153
NGN,44925,withdrawal,2025-01-18T09:30:28.195365Z,491-11011-1521-1561-152
NGN,1000000,withdrawal,2025-01-18T09:30:23.841395Z,991-1491-1521-1971-154
BNB,0.00459251,deposit,2025-01-18T09:30:53.532367Z,511-1491-1521-1981-152
NGN,95000,deposit,2025-01-18T09:31:35.708321Z,991-1511-1521-1571-1100
NGN,38684,withdrawal,2025-03-12T15:43:32.186741Z,1021-11011-1521-1971-149
NGN,4600,withdrawal,2025-03-12T16:38:06.348149Z,531-1481-1521-1971-197
NGN,121000,withdrawal,2025-03-12T12:41:46.365643Z,981-1531-1521-1571-154
NGN,150000,withdrawal,2025-01-18T09:32:11.985066Z,1021-11021-1521-1561-155
NGN,200000,deposit,2025-01-18T09:32:12.486275Z,991-1491-1521-1971-154
NGN,60000,withdrawal,2025-03-12T14:27:59.050929Z,971-1531-1521-1561-1102
NGN,5000,withdrawal,2025-01-18T09:33:15.122027Z,971-1501-1521-1971-153
XRP,7.8,deposit,2025-01-18T09:33:24.35299Z,521-1571-1521-1561-154
NGN,60000,withdrawal,2025-01-18T09:33:34.943021Z,551-1491-1521-1561-157
NGN,15837,withdrawal,2025-01-18T09:33:41.804514Z,561-11011-1521-1571-151
USDT,9.4,deposit,2025-01-18T09:33:45.069287Z,561-11011-1521-1571-151
SOL,0.0299702,deposit,2025-01-18T09:33:46.749803Z,991-1521-1521-1571-198
NGN,17700,withdrawal,2025-01-18T09:33:59.747851Z,1021-11011-1521-1971-155
NGN,5000,deposit,2025-01-18T09:34:14.209382Z,971-1571-1521-1571-155
NGN,60000,withdrawal,2025-01-18T09:34:18.683612Z,501-1501-1521-1971-197
NGN,40000,withdrawal,2025-03-12T12:42:00.284082Z,501-1541-1521-1571-199
ETH,0.00457171,deposit,2025-01-18T09:35:31.143788Z,541-11001-1521-1981-155
SOL,0.22,withdrawal,2025-01-18T09:31:47.434425Z,991-1521-1521-1571-198
NGN,4000,withdrawal,2025-03-12T17:37:39.152017Z,501-1561-1521-1981-198
USDT,23,deposit,2025-01-18T09:36:04.337677Z,481-1571-1521-1981-150
NGN,60000,withdrawal,2025-01-18T09:36:07.036156Z,971-1481-1521-1981-1102
NGN,60000,withdrawal,2025-01-18T09:36:13.703484Z,981-1531-1521-1571-154
NGN,50100,withdrawal,2025-01-18T09:36:14.116215Z,971-1481-1521-1981-1102
NGN,20000,withdrawal,2025-01-18T09:36:16.055067Z,551-11021-1521-1981-155
BNB,0.0713786,deposit,2025-01-18T09:36:20.537523Z,551-1491-1521-1561-157
NGN,4089,withdrawal,2025-01-18T09:36:49.229828Z,491-1491-1521-1561-151
NGN,10100,withdrawal,2025-01-18T09:37:00.936483Z,981-1981-1521-1981-1100
BNB,0.00439276,deposit,2025-01-18T09:37:02.298019Z,531-11001-1521-1981-154
TRX,33.211916,deposit,2025-01-18T09:37:09.267918Z,991-1571-1521-1971-148
ETH,0.00493585,deposit,2025-03-12T12:42:06.868224Z,571-1531-1521-1561-151
NGN,15487,withdrawal,2025-03-12T16:38:23.913262Z,481-11001-1521-1971-1102
NGN,4200,withdrawal,2025-03-12T16:38:27.694078Z,501-1561-1521-1981-198
NGN,60500,withdrawal,2025-01-18T09:37:18.707247Z,1021-1551-1521-1561-152
NGN,60000,withdrawal,2025-03-12T12:42:12.16426Z,991-1561-1521-1971-155
NGN,32041,withdrawal,2025-03-12T17:16:13.139676Z,541-1551-1521-1571-155
NGN,1000,withdrawal,2025-04-01T12:49:56.304688Z,561-1521-1521-1971-152
NGN,5100,withdrawal,2025-01-18T09:38:12.050521Z,531-1991-1521-1981-152
NGN,50000,withdrawal,2025-01-18T09:38:12.261577Z,521-11011-1521-1981-1101
NGN,40402,withdrawal,2025-01-18T09:38:16.995788Z,531-1981-1521-1981-150
NGN,3100,withdrawal,2025-01-18T09:38:28.861726Z,481-1481-1521-1981-154
NGN,52667,withdrawal,2025-01-18T09:38:35.312366Z,991-1981-1521-1981-156
NGN,160000,withdrawal,2025-01-18T09:38:54.612488Z,571-11011-1521-1571-150
LTC,0.02001211,withdrawal,2025-01-18T09:38:54.536417Z,971-1571-1521-1571-155
USDT,6.4026,deposit,2025-01-18T09:39:01.486061Z,561-11011-1521-1571-151
NGN,5000,withdrawal,2025-03-12T12:42:25.133353Z,481-1531-1521-1561-1100
USDT,10.27,deposit,2025-01-18T09:39:34.775376Z,991-11021-1521-1971-154
NGN,17800,withdrawal,2025-01-18T09:39:36.235743Z,521-1571-1521-1561-154
NGN,20000,withdrawal,2025-01-18T09:39:40.373392Z,521-1571-1521-1561-154
TRX,199.143113,deposit,2025-01-18T09:39:47.094153Z,541-1971-1521-1981-1102
NGN,80000,withdrawal,2025-01-18T09:40:00.443821Z,501-11021-1521-1971-155
NGN,5000,withdrawal,2025-01-18T09:40:14.908175Z,571-1571-1521-1561-149
NGN,50000,withdrawal,2025-01-18T09:40:32.95584Z,971-1501-1521-1971-153
NGN,5100,withdrawal,2025-01-18T09:40:43.617506Z,521-11001-1521-1561-199
NGN,400000,withdrawal,2025-03-12T12:42:45.467002Z,991-1491-1521-1971-154
NGN,60000,withdrawal,2025-01-18T09:40:47.957821Z,981-1531-1521-1571-154
NGN,10000,withdrawal,2025-01-18T09:40:53.301624Z,981-11021-1521-1971-148
NGN,60000,withdrawal,2025-03-12T14:28:20.212899Z,531-1561-1521-1561-198
NGN,5000,withdrawal,2025-01-18T09:41:20.594457Z,481-1991-1521-1561-197
XRP,15.776705,deposit,2025-01-18T09:41:45.593501Z,1021-1541-1521-1981-151
NGN,26830,withdrawal,2025-01-18T09:42:20.091743Z,1001-1511-1521-1561-149
ETH,0.00116878,deposit,2025-03-12T12:42:57.161401Z,571-1531-1521-1561-151
NGN,23197,withdrawal,2025-03-12T14:28:34.988813Z,481-1551-1521-1561-153
TRX,15.1,withdrawal,2025-01-18T09:41:20.398381Z,501-1991-1521-1971-1101
NGN,360000,withdrawal,2025-01-18T09:43:17.648871Z,491-1571-1521-1981-157
NGN,60000,withdrawal,2025-01-18T09:43:25.85696Z,551-1491-1521-1561-157
NGN,266000,withdrawal,2025-01-18T09:44:10.227437Z,521-1491-1521-1971-197
NGN,266000,deposit,2025-01-18T09:44:10.233607Z,991-1491-1521-1971-154
NGN,50000,withdrawal,2025-01-18T09:44:14.794253Z,521-11011-1521-1981-1101
NGN,365000,withdrawal,2025-03-12T12:43:07.146406Z,501-1991-1521-1571-155
NGN,28900,withdrawal,2025-01-18T09:44:44.392102Z,511-1531-1521-1971-198
NGN,4928,withdrawal,2025-01-18T09:44:48.146973Z,531-11001-1521-1981-154
ETH,0.02526545,deposit,2025-01-18T09:44:54.181047Z,991-1521-1521-1571-198
BNB,0.09154234,deposit,2025-01-18T09:45:40.52935Z,551-1491-1521-1561-157
NGN,20342,withdrawal,2025-01-18T09:45:40.634894Z,991-1521-1521-1571-198
NGN,200000,withdrawal,2025-01-18T09:45:47.345554Z,971-1501-1521-1971-153
NGN,8183,withdrawal,2025-01-18T09:45:50.245648Z,541-1971-1521-1571-157
NGN,20000,withdrawal,2025-01-18T09:46:00.834526Z,971-1531-1521-1561-1102
NGN,365000,deposit,2025-03-12T12:43:07.153201Z,501-1971-1521-1561-157
NGN,60000,withdrawal,2025-01-18T09:46:03.794597Z,511-1971-1521-1571-157
USDT,21.34847118,deposit,2025-03-12T14:28:45.863851Z,521-1551-1521-1561-1101
NGN,10000,deposit,2025-03-12T14:28:52.103114Z,551-11021-1521-1971-199
NGN,8100,withdrawal,2025-03-12T14:28:57.326716Z,571-1571-1521-1561-149
USDT,50,deposit,2025-01-18T09:46:47.767331Z,1001-1971-1521-1981-198
USDT,498,deposit,2025-01-18T09:46:54.246089Z,551-11011-1521-1561-1102
NGN,40000,withdrawal,2025-01-18T09:47:29.513297Z,531-1511-1521-1571-151
NGN,30000,withdrawal,2025-01-18T09:48:01.241148Z,971-1531-1521-1561-1102
NGN,8000,withdrawal,2025-01-18T09:48:55.222985Z,571-1971-1521-1971-197
NGN,15003,withdrawal,2025-01-18T09:48:55.97649Z,551-11021-1521-1971-198
NGN,100600,withdrawal,2025-01-18T09:49:01.048165Z,981-1981-1521-1981-1100
NGN,50573,withdrawal,2025-01-18T09:49:15.821383Z,571-1531-1521-1971-148
NGN,7100,withdrawal,2025-04-01T11:18:13.083319Z,491-1501-1521-1571-157
NGN,375394,withdrawal,2025-03-12T17:16:51.253029Z,1011-11021-1521-1971-149
NGN,30100,withdrawal,2025-01-18T09:50:04.483111Z,1011-1531-1521-1571-148
NGN,323930,withdrawal,2025-01-18T09:50:31.948099Z,551-11011-1521-1561-1102
NGN,323930,deposit,2025-01-18T09:50:31.954418Z,491-1541-1521-1571-156
USDT,103,deposit,2025-01-18T09:50:45.019588Z,1011-1481-1521-1981-157
BNB,0.00187812,deposit,2025-01-18T09:50:48.226674Z,551-1501-1521-1561-154
NGN,60000,withdrawal,2025-01-18T09:50:50.44868Z,991-1521-1521-1571-198
NGN,375394,deposit,2025-03-12T17:16:51.259313Z,991-1491-1521-1971-154
ETH,0.01106633,deposit,2025-01-18T09:51:03.338468Z,1011-1981-1521-1971-155
BTC,0.00054746,deposit,2025-01-18T09:51:11.65411Z,971-1531-1521-1571-199
NGN,20000,withdrawal,2025-03-12T14:29:27.845317Z,571-11011-1521-1561-150
BTC,0.00141366,deposit,2025-01-18T09:51:16.632583Z,541-1501-1521-1971-1102
BTC,0.0001566,deposit,2025-01-18T09:51:19.944552Z,1001-1971-1521-1561-148
BTC,0.00029056,deposit,2025-01-18T09:51:22.300548Z,551-1481-1521-1561-152
BTC,0.00096736,deposit,2025-01-18T09:51:23.383601Z,1021-1491-1521-1981-1100
BTC,0.00154546,deposit,2025-01-18T09:51:25.632903Z,501-1481-1521-1561-151
BTC,0.00033905,deposit,2025-01-18T09:51:26.273691Z,531-1501-1521-1571-198
BTC,0.00055392,deposit,2025-01-18T09:51:33.509986Z,541-1501-1521-1971-1102
NGN,75600,withdrawal,2025-01-18T09:51:51.004112Z,1021-1541-1521-1981-151
NGN,60000,withdrawal,2025-01-18T09:52:17.839148Z,551-1491-1521-1561-157
XRP,6.563319,deposit,2025-01-18T09:52:24.583431Z,531-1491-1521-1561-198
NGN,6000,withdrawal,2025-03-12T16:39:05.799403Z,541-1511-1521-1971-198
BNB,0.00218403,deposit,2025-01-18T09:53:02.404615Z,1001-1991-1521-1981-150
USDT,47.8373,deposit,2025-01-18T09:53:05.864494Z,1021-11011-1521-1981-155
NGN,25100,withdrawal,2025-01-18T09:53:16.298933Z,521-11001-1521-1571-1101
NGN,20000,withdrawal,2025-05-08T15:19:45.598773Z,481-1991-1521-1981-1101
BTC,0.00035185,deposit,2025-05-08T15:22:00.561313Z,1021-1541-1521-1571-199
BTC,0.00018063,deposit,2025-05-08T15:22:03.562597Z,1021-1501-1521-1561-149
NGN,35000,withdrawal,2025-05-08T15:21:20.868981Z,521-1481-1521-1971-154
NGN,395000,withdrawal,2025-01-18T09:53:30.834096Z,501-1521-1521-1981-1102
NGN,60000,withdrawal,2025-01-18T09:53:32.9756Z,511-1971-1521-1571-157
USDT,25,deposit,2025-01-18T09:54:08.063477Z,991-1511-1521-1571-1100
ETH,0.03388058,deposit,2025-03-12T14:29:49.759644Z,491-1491-1521-1561-151
BTC,0.00064428,deposit,2025-03-12T17:37:44.946829Z,991-1541-1521-1571-1100
NGN,232005,withdrawal,2025-03-12T15:45:01.580345Z,551-1991-1521-1971-154
NGN,20190,withdrawal,2025-01-18T09:54:39.485691Z,551-1971-1521-1561-197
NGN,30000,withdrawal,2025-01-18T09:55:05.061764Z,981-1531-1521-1571-154
NGN,60000,withdrawal,2025-01-18T09:55:37.032127Z,991-1521-1521-1571-198
NGN,4000,withdrawal,2025-01-18T09:56:02.320831Z,511-1481-1521-1571-154
NGN,5500,withdrawal,2025-01-18T09:56:38.958184Z,1011-11001-1521-1981-1101
NGN,100000,deposit,2025-01-18T09:56:44.995818Z,491-1541-1521-1571-156
NGN,60000,withdrawal,2025-01-18T09:57:44.401321Z,551-1491-1521-1561-157
NGN,17100,withdrawal,2025-01-18T09:58:04.793392Z,971-1531-1521-1571-199
NGN,7659,withdrawal,2025-03-12T14:30:16.849816Z,481-1531-1521-1971-152
NGN,10000,deposit,2025-01-18T09:58:37.298893Z,991-1491-1521-1971-154
NGN,20250,withdrawal,2025-01-18T09:58:46.821619Z,991-11011-1521-1561-157
NGN,325461,withdrawal,2025-01-18T09:58:57.190602Z,541-1501-1521-1971-1102
NGN,25903,withdrawal,2025-01-18T09:59:06.95303Z,1001-1971-1521-1561-148
BNB,0.01282069,deposit,2025-01-18T09:59:36.333537Z,511-1501-1521-1571-198
NGN,5200,withdrawal,2025-01-18T09:59:49.181513Z,1001-1531-1521-1571-149
NGN,14020,withdrawal,2025-01-18T10:00:07.176Z,481-1971-1521-1971-198
NGN,60000,withdrawal,2025-01-18T10:00:08.301495Z,511-1991-1521-1981-150
NGN,5000,withdrawal,2025-01-18T10:00:10.98339Z,571-11001-1521-1571-156
NGN,5892,withdrawal,2025-01-18T10:00:14.285729Z,1001-1481-1521-1971-1102
NGN,39000,withdrawal,2025-01-18T10:00:45.410137Z,571-1971-1521-1971-157
SOL,0.06927687,deposit,2025-03-12T12:43:58.900909Z,521-1511-1521-1981-152
NGN,4955,withdrawal,2025-03-12T16:39:32.230226Z,971-1551-1521-1971-199
NGN,100000,withdrawal,2025-03-12T17:17:19.035019Z,571-1551-1521-1971-197
NGN,100000,deposit,2025-03-12T17:17:19.039609Z,991-1491-1521-1971-154
ADA,20.137963,deposit,2025-01-18T10:00:53.197405Z,521-1511-1521-1971-152
NGN,23710,withdrawal,2025-01-18T10:00:55.942204Z,521-11001-1521-1981-157
NGN,10000,withdrawal,2025-01-18T10:00:58.08102Z,971-1501-1521-1971-153
NGN,5700,withdrawal,2025-01-18T10:01:02.292881Z,541-1491-1521-1971-153
LTC,0.54646726,deposit,2025-03-12T12:43:59.95474Z,971-1991-1521-1971-153
NGN,21100,withdrawal,2025-01-18T10:01:33.982454Z,541-11021-1521-1561-149
NGN,20000,withdrawal,2025-01-18T10:01:44.929335Z,1011-1981-1521-1971-155
NGN,52975,withdrawal,2025-03-12T15:45:19.369991Z,571-11011-1521-1561-150
NGN,30000,withdrawal,2025-03-12T12:44:03.523908Z,991-1551-1521-1561-148
USDT,11,deposit,2025-03-12T14:31:00.669535Z,491-1491-1521-1981-156
NGN,34000,withdrawal,2025-03-12T14:31:53.206688Z,991-1981-1521-1981-153
NGN,1959,withdrawal,2025-03-12T14:31:55.739306Z,991-11011-1521-1561-1100
NGN,26000,withdrawal,2025-03-12T16:39:37.343261Z,1011-1551-1521-1571-198
NGN,78251,withdrawal,2025-01-18T10:01:55.623658Z,1021-11011-1521-1981-155
NGN,76619,withdrawal,2025-01-18T10:02:07.603849Z,541-1971-1521-1981-1102
NGN,8000,withdrawal,2025-03-12T17:37:48.973394Z,971-11011-1521-1571-1102
NGN,29050,withdrawal,2025-01-18T10:02:46.120638Z,551-11001-1521-1971-198
NGN,65460,withdrawal,2025-01-18T10:03:00.874856Z,481-1521-1521-1561-155
ETH,0.00056863,deposit,2025-03-12T12:44:09.706095Z,571-1531-1521-1561-151
NGN,15000,withdrawal,2025-05-08T15:20:47.425712Z,511-1571-1521-1971-153
SOL,1.783421,deposit,2025-01-18T10:03:51.518202Z,1021-1481-1521-1561-1100
NGN,20000,withdrawal,2025-01-18T10:03:57.630638Z,531-1981-1521-1981-1101
NGN,20000,withdrawal,2025-01-18T10:04:05.102586Z,571-1541-1521-1981-1101
NGN,6384,withdrawal,2025-01-18T10:04:06.002036Z,971-1561-1521-1561-1101
NGN,50000,withdrawal,2025-03-12T12:44:17.438031Z,1011-11021-1521-1981-154
NGN,50100,withdrawal,2025-01-18T10:05:23.5644Z,1011-1531-1521-1571-148
NGN,184900,withdrawal,2025-01-18T10:05:19.93348Z,551-11021-1521-1971-199
NGN,3000,withdrawal,2025-01-18T10:05:50.221634Z,971-1971-1521-1971-156
NGN,115000,withdrawal,2025-01-18T10:06:20.22383Z,1021-1491-1521-1981-1100
NGN,60000,withdrawal,2025-01-18T10:06:34.760171Z,561-11021-1521-1981-1100
NGN,20500,withdrawal,2025-01-18T10:06:44.699641Z,981-1541-1521-1561-1102
NGN,10000,withdrawal,2025-01-18T10:06:59.304888Z,541-1511-1521-1971-152
USDT,48.8,deposit,2025-01-18T10:07:19.485554Z,541-1551-1521-1561-154
NGN,12000,withdrawal,2025-03-12T14:31:27.627956Z,501-1481-1521-1561-151
SOL,0.04186027,deposit,2025-01-18T10:08:12.499332Z,1011-11001-1521-1971-148
NGN,35500,withdrawal,2025-03-12T12:44:46.820384Z,541-1991-1521-1571-1102
LTC,0.005975,withdrawal,2025-03-12T12:44:50.465383Z,521-1991-1521-1981-150
BTC,0.00191342,deposit,2025-03-12T15:45:21.30883Z,551-1521-1521-1561-157
NGN,300000,withdrawal,2025-01-18T10:08:37.035009Z,491-1981-1521-1571-155
NGN,40000,withdrawal,2025-01-18T10:08:42.783306Z,1001-1521-1521-1571-149
NGN,49997,withdrawal,2025-01-18T10:09:47.268469Z,491-1981-1521-1561-1101
NGN,10211,withdrawal,2025-01-18T10:10:02.115113Z,501-1981-1521-1561-152
NGN,10698,withdrawal,2025-01-18T10:10:08.019571Z,501-1981-1521-1561-152
NGN,15200,withdrawal,2025-01-18T10:10:09.146356Z,981-11001-1521-1561-151
NGN,14985,withdrawal,2025-01-18T10:10:11.825453Z,491-11001-1521-1981-156
NGN,2500,deposit,2025-03-12T17:17:29.614503Z,521-1981-1521-1571-148
USDT,40.02001,deposit,2025-01-18T10:10:16.104615Z,561-1511-1521-1971-150
NGN,45200,withdrawal,2025-01-18T10:10:20.122146Z,981-11001-1521-1561-151
NGN,55200,withdrawal,2025-01-18T10:10:22.220049Z,1001-11011-1521-1971-1101
NGN,22000,withdrawal,2025-01-18T10:11:00.257383Z,1011-1491-1521-1571-1102
NGN,20000,withdrawal,2025-01-18T10:11:29.668103Z,541-11001-1521-1981-155
USDT,13.12,deposit,2025-01-18T10:11:35.06264Z,531-1541-1521-1561-148
BTC,0.00024499,deposit,2025-03-12T15:45:35.356883Z,501-1561-1521-1981-198
NGN,55000,withdrawal,2025-01-18T10:12:24.912121Z,971-1531-1521-1571-199
NGN,38104,withdrawal,2025-04-01T11:21:31.513982Z,501-11011-1521-1981-152
SOL,0.07933856,deposit,2025-01-18T10:12:56.395813Z,981-1561-1521-1981-157
NGN,5100,withdrawal,2025-01-18T10:13:11.298755Z,981-1561-1521-1561-150
NGN,255000,withdrawal,2025-01-18T10:13:19.587393Z,501-1481-1521-1561-151
NGN,109000,withdrawal,2025-01-18T10:13:23.1982Z,981-1531-1521-1571-154
NGN,7000,withdrawal,2025-01-18T10:15:51.914285Z,1011-1491-1521-1571-1102
SOL,0.055873,withdrawal,2025-01-18T10:07:46.702107Z,1021-1511-1521-1971-148
NGN,50150,deposit,2025-01-18T10:14:20.65489Z,521-11021-1521-1571-153
ETH,0.0372731,deposit,2025-03-12T14:32:21.686123Z,1021-1491-1521-1561-149
NGN,30000,withdrawal,2025-01-18T10:15:01.262858Z,991-1551-1521-1981-1100
NGN,30145,withdrawal,2025-03-12T14:32:40.713779Z,981-1531-1521-1981-198
NGN,3000,withdrawal,2025-03-12T12:45:15.015334Z,491-1561-1521-1971-150
NGN,34463,withdrawal,2025-01-18T10:15:40.488288Z,521-1511-1521-1971-152
NGN,60000,withdrawal,2025-01-18T10:15:43.040625Z,541-1551-1521-1561-154
NGN,7000,withdrawal,2025-01-18T10:16:05.856754Z,551-1971-1521-1561-152
NGN,34100,withdrawal,2025-01-18T10:16:07.337672Z,971-1981-1521-1561-199
NGN,50150,deposit,2025-01-18T10:16:27.718957Z,1021-1511-1521-1971-148
NGN,10000,withdrawal,2025-01-18T10:16:32.969965Z,561-1991-1521-1981-152
NGN,14393,withdrawal,2025-01-18T10:16:53.268503Z,511-1501-1521-1571-198
LTC,0.052975,withdrawal,2025-01-18T10:02:45.737388Z,521-1491-1521-1981-198
XRP,3.48,deposit,2025-03-12T15:45:48.4472Z,981-1541-1521-1981-198
NGN,9901,withdrawal,2025-03-12T16:40:17.723126Z,981-1561-1521-1981-154
NGN,9900,withdrawal,2025-04-01T11:22:18.261852Z,481-1991-1521-1561-197
USDT,283.38,deposit,2025-01-18T10:16:50.001296Z,1011-1981-1521-1971-153
NGN,40000,withdrawal,2025-01-18T10:17:49.022528Z,1001-1521-1521-1571-149
NGN,3100,withdrawal,2025-01-18T10:18:01.972224Z,1021-1551-1521-1561-149
NGN,16300,withdrawal,2025-01-18T10:22:56.448187Z,1001-1971-1521-1561-151
USDT,18,withdrawal,2025-03-12T12:43:05.006041Z,991-1541-1521-1971-151
NGN,2100,withdrawal,2025-01-18T10:18:10.215966Z,1021-1551-1521-1561-149
NGN,15100,withdrawal,2025-01-18T10:18:12.182509Z,1001-1521-1521-1561-148
NGN,14176,withdrawal,2025-03-12T14:33:04.340546Z,511-1531-1521-1561-150
NGN,4990,withdrawal,2025-01-18T10:24:45.414637Z,521-1971-1521-1971-197
NGN,300000,withdrawal,2025-01-18T10:18:41.9277Z,541-1981-1521-1971-149
USDT,80,withdrawal,2025-01-18T09:37:42.978159Z,991-1511-1521-1571-1100
NGN,40000,withdrawal,2025-01-18T10:19:00.043652Z,1001-1521-1521-1571-149
BTC,0.0018129,deposit,2025-03-12T17:37:54.559228Z,1001-1971-1521-1981-154
USDT,73,deposit,2025-01-18T10:19:54.86241Z,561-1561-1521-1981-1101
NGN,10000,withdrawal,2025-01-18T10:19:59.714792Z,991-1531-1521-1571-198
NGN,5100,withdrawal,2025-01-18T10:20:10.512009Z,991-1531-1521-1571-198
NGN,50000,withdrawal,2025-01-18T10:20:13.753785Z,521-1981-1521-1561-150
NGN,30008,withdrawal,2025-01-18T10:20:16.31026Z,1011-1491-1521-1971-198
ETH,0.00102657,deposit,2025-03-12T12:45:43.564286Z,571-1531-1521-1561-151
NGN,2534,withdrawal,2025-03-12T14:33:15.061626Z,561-1571-1521-1561-1100
NGN,20100,withdrawal,2025-01-18T10:20:32.360421Z,521-11011-1521-1981-157
NGN,25000,withdrawal,2025-01-18T10:20:37.369937Z,481-1551-1521-1561-151
NGN,14300,withdrawal,2025-03-12T12:45:45.016841Z,541-1551-1521-1571-155
USDT,791.96,deposit,2025-01-18T10:21:19.590662Z,991-1511-1521-1971-199
ETH,0.00172084,deposit,2025-01-18T10:21:49.524157Z,521-1571-1521-1561-154
BTC,0.00115419,deposit,2025-03-12T15:45:53.497474Z,491-1981-1521-1561-1101
BTC,0.00499022,deposit,2025-03-12T15:45:54.04652Z,1011-1551-1521-1571-198
USDT,49.6,deposit,2025-01-18T10:22:13.345638Z,991-1481-1521-1561-154
NGN,232000,withdrawal,2025-03-12T14:33:35.44503Z,551-1991-1521-1571-1102
NGN,60000,withdrawal,2025-01-18T10:22:36.594058Z,1001-1511-1521-1561-151
NGN,3000,withdrawal,2025-01-18T10:22:56.51753Z,561-11001-1521-1971-150
NGN,5000,withdrawal,2025-01-18T10:23:08.155027Z,541-1501-1521-1981-155
NGN,900,deposit,2025-01-18T10:23:30.391368Z,481-1971-1521-1971-154
NGN,50000,withdrawal,2025-01-18T10:23:52.819631Z,481-1521-1521-1571-199
NGN,121402,withdrawal,2025-01-18T10:24:07.255058Z,981-1501-1521-1571-197
NGN,121402,deposit,2025-01-18T10:24:07.260674Z,491-1541-1521-1571-156
NGN,60200,withdrawal,2025-01-18T10:24:10.48905Z,971-11001-1521-1571-1101
NGN,15100,withdrawal,2025-01-18T10:24:13.269656Z,1011-11001-1521-1981-1101
NGN,100000,withdrawal,2025-01-18T10:24:35.466656Z,571-1971-1521-1971-157
NGN,684554,withdrawal,2025-01-18T10:24:52.395693Z,1021-1481-1521-1561-1100
NGN,40000,withdrawal,2025-01-18T10:25:12.365343Z,1001-1521-1521-1571-149
USDT,23.4,deposit,2025-01-18T10:25:29.911807Z,561-11011-1521-1571-151
NGN,20000,withdrawal,2025-03-12T17:17:52.48089Z,1001-1551-1521-1981-199
NGN,10000,withdrawal,2025-03-12T12:45:58.527568Z,491-1521-1521-1971-153
NGN,2000,deposit,2025-01-18T10:25:55.566033Z,521-1561-1521-1971-150
NGN,21000,withdrawal,2025-03-12T12:45:58.979742Z,521-1551-1521-1561-153
NGN,5000,deposit,2025-03-12T12:46:11.461869Z,551-11021-1521-1971-199
NGN,1500,withdrawal,2025-03-12T14:33:52.213386Z,561-1571-1521-1561-1100
NGN,15000,withdrawal,2025-03-12T14:34:12.99689Z,981-1971-1521-1981-1100
NGN,463613,withdrawal,2025-01-18T10:26:45.528267Z,1011-1981-1521-1971-153
NGN,20000,withdrawal,2025-01-18T10:26:47.889988Z,971-1531-1521-1571-150
SOL,0.015,deposit,2025-01-18T10:27:19.100924Z,491-1551-1521-1981-153
